ID;LMS;Sex Count
154;<8. 8. 10>;3
155;<3. 9. 1>;0
156;<8. 9. 5>;1
157;<7. 1. 4>;0
158;<8. 3. 4>;1
159;<10. 7. 5>;2
160;<10. 4. 10>;5
161;<9. 9. 6>;0
162;<8. 6. 10>;2
163;<6. 7. 10>;2
164;<2. 10. 2>;1
165;<8. 5. 4>;0
166;<4. 8. 3>;4
167;<2. 6. 3>;0
168;<7. 1. 8>;1
169;<10. 5. 5>;3
170;<1. 7. 10>;2
171;<9. 7. 1>;0
172;<5. 9. 4>;0
173;<5. 7. 4>;0
174;<4. 8. 5>;0
175;<9. 3. 3>;1
176;<4. 8. 10>;1
177;<6. 1. 10>;0
178;<10. 6. 8>;1
179;<10. 6. 9>;1
180;<7. 1. 8>;0
181;<10. 5. 3>;2
182;<7. 6. 7>;1
183;<7. 6. 1>;0
184;<2. 2. 5>;0
185;<1. 2. 5>;0
186;<2. 6. 10>;2
187;<1. 2. 10>;0
188;<6. 8. 6>;0
189;<4. 8. 3>;0
190;<4. 3. 4>;0
191;<1. 1. 5>;0
192;<10. 6. 3>;2
193;<5. 10. 9>;2
194;<8. 8. 7>;1
195;<10. 6. 9>;3
196;<7. 1. 4>;0
197;<3. 1. 8>;1
198;<3. 5. 7>;3
199;<4. 8. 9>;1
200;<10. 4. 5>;1
201;<10. 6. 3>;0
202;<8. 9. 10>;3
203;<2. 3. 8>;0
204;<3. 5. 3>;0
205;<7. 4. 3>;0
206;<9. 4. 4>;0
207;<9. 10. 9>;2
208;<2. 8. 7>;2
209;<2. 10. 10>;0
210;<6. 7. 4>;1
211;<9. 4. 8>;4
212;<5. 5. 10>;4
213;<7. 6. 4>;2
214;<4. 5. 8>;0
215;<3. 6. 9>;1
216;<4. 9. 2>;0
217;<6. 1. 1>;0
218;<2. 1. 1>;0
219;<10. 1. 5>;1
220;<9. 1. 3>;1
221;<7. 2. 7>;2
222;<5. 8. 1>;0
223;<5. 9. 2>;2
224;<9. 7. 9>;2
225;<10. 8. 9>;0
226;<10. 4. 10>;1
227;<3. 4. 9>;0
228;<2. 2. 9>;0
229;<5. 9. 7>;1
230;<10. 3. 10>;2
231;<6. 3. 9>;1
232;<3. 10. 10>;1
233;<7. 1. 1>;1
234;<6. 3. 4>;0
235;<2. 10. 9>;0
236;<9. 1. 2>;0
237;<9. 8. 4>;3
238;<2. 10. 7>;1
239;<1. 6. 7>;2
240;<1. 1. 10>;0
241;<1. 9. 4>;0
242;<5. 1. 10>;1
243;<1. 3. 8>;1
244;<5. 6. 4>;2
245;<8. 4. 9>;0
246;<1. 4. 4>;0
247;<5. 8. 4>;1
248;<8. 3. 10>;1
249;<4. 1. 6>;0
250;<7. 2. 6>;1
251;<10. 5. 6>;1
252;<8. 10. 8>;0
253;<1. 9. 6>;2
254;<4. 8. 4>;1
255;<7. 8. 7>;2
256;<9. 5. 9>;3
257;<1. 9. 8>;2
258;<3. 1. 7>;0
259;<7. 3. 4>;3
260;<3. 1. 8>;0
261;<5. 8. 3>;0
262;<9. 6. 3>;1
263;<8. 1. 3>;1
264;<3. 5. 10>;1
265;<8. 10. 5>;1
266;<3. 5. 6>;2
267;<7. 1. 9>;0
268;<1. 6. 8>;2
269;<3. 3. 2>;2
270;<7. 8. 9>;1
271;<7. 8. 10>;0
272;<4. 2. 6>;0
273;<4. 8. 5>;0
274;<2. 4. 4>;1
275;<3. 10. 2>;1
276;<9. 9. 3>;1
277;<2. 7. 5>;1
278;<1. 5. 7>;0
279;<4. 6. 4>;0
280;<2. 5. 1>;0
281;<9. 2. 8>;0
282;<7. 9. 2>;0
283;<6. 5. 7>;0
284;<3. 9. 1>;1
285;<3. 4. 8>;0
286;<3. 10. 10>;2
287;<8. 3. 3>;0
288;<10. 5. 2>;1
289;<4. 7. 5>;3
290;<5. 4. 8>;0
291;<6. 8. 3>;0
292;<6. 8. 7>;2
293;<10. 7. 3>;2
294;<3. 5. 9>;1
295;<10. 6. 3>;0
296;<7. 10. 6>;5
297;<10. 9. 2>;3
298;<7. 6. 5>;1
299;<3. 4. 9>;1
300;<3. 5. 10>;1
301;<7. 7. 8>;0
302;<7. 8. 2>;0
303;<1. 9. 7>;1
304;<7. 8. 2>;2
305;<4. 2. 10>;2
306;<9. 8. 2>;1
307;<6. 7. 1>;0
308;<7. 4. 6>;0
309;<10. 6. 2>;0
310;<6. 3. 1>;0
311;<1. 5. 9>;1
312;<2. 2. 1>;0
313;<9. 4. 9>;0
314;<2. 1. 10>;1
315;<4. 10. 9>;4
316;<9. 7. 1>;2
317;<4. 1. 3>;0
318;<9. 2. 9>;0
319;<4. 10. 7>;1
320;<3. 3. 9>;2
321;<7. 8. 8>;2
322;<1. 8. 10>;1
323;<8. 10. 4>;3
324;<8. 5. 7>;2
325;<8. 4. 5>;0
326;<5. 1. 9>;5
327;<2. 8. 1>;1
328;<3. 6. 10>;4
329;<4. 2. 1>;1
330;<5. 5. 1>;0
331;<9. 5. 5>;1
332;<8. 6. 6>;2
333;<9. 6. 5>;1
334;<10. 8. 5>;4
335;<3. 1. 3>;0
336;<1. 6. 9>;0
337;<6. 6. 6>;0
338;<9. 6. 10>;3
339;<7. 10. 6>;2
340;<6. 3. 3>;0
341;<1. 7. 5>;0
342;<3. 9. 10>;0
343;<5. 3. 7>;1
344;<7. 3. 2>;1
345;<4. 4. 2>;0
346;<10. 6. 9>;0
347;<1. 7. 5>;1
348;<1. 7. 2>;0
349;<5. 3. 2>;0
350;<6. 9. 3>;1
351;<7. 8. 7>;3
352;<6. 7. 10>;0
353;<8. 10. 6>;1
354;<3. 8. 8>;2
355;<9. 3. 9>;2
356;<9. 6. 8>;3
357;<7. 2. 5>;0
358;<9. 8. 9>;0
359;<10. 9. 6>;4
360;<4. 2. 6>;0
361;<5. 8. 1>;1
362;<7. 4. 3>;2
363;<6. 10. 8>;0
364;<7. 3. 3>;0
365;<1. 10. 8>;3
366;<1. 9. 4>;0
367;<6. 3. 9>;1
368;<3. 8. 10>;0
369;<5. 8. 5>;0
370;<5. 6. 5>;1
371;<2. 4. 2>;0
372;<1. 5. 3>;0
373;<2. 8. 10>;0
374;<1. 9. 5>;1
375;<7. 4. 4>;3
376;<5. 9. 7>;2
377;<4. 3. 5>;1
378;<9. 5. 5>;1
379;<6. 7. 3>;2
380;<1. 9. 1>;1
381;<9. 4. 10>;3
382;<7. 1. 10>;1
383;<10. 10. 4>;3
384;<2. 5. 1>;1
385;<4. 4. 8>;2
386;<2. 5. 6>;0
387;<7. 3. 1>;0
388;<10. 7. 2>;0
389;<10. 10. 10>;1
390;<7. 3. 10>;0
391;<5. 9. 10>;2
392;<2. 1. 8>;1
393;<8. 6. 2>;1
394;<6. 6. 3>;0
395;<1. 2. 9>;2
396;<9. 3. 9>;4
397;<9. 3. 3>;1
398;<7. 8. 7>;2
399;<3. 7. 10>;1
400;<10. 10. 10>;2
401;<4. 3. 3>;1
402;<4. 1. 4>;1
403;<4. 2. 2>;0
404;<6. 9. 6>;1
405;<3. 4. 4>;0
406;<5. 5. 10>;2
407;<7. 7. 6>;2
408;<8. 8. 2>;0
409;<5. 7. 10>;3
410;<7. 1. 7>;2
411;<8. 3. 5>;1
412;<3. 10. 5>;1
413;<6. 2. 4>;0
414;<8. 10. 1>;1
415;<7. 10. 1>;3
416;<6. 7. 2>;1
417;<8. 5. 2>;1
418;<9. 4. 9>;3
419;<3. 4. 6>;0
420;<1. 5. 10>;2
421;<6. 3. 3>;0
422;<5. 10. 6>;0
423;<6. 2. 1>;1
424;<4. 6. 3>;0
425;<1. 2. 4>;0
426;<2. 6. 2>;0
427;<5. 1. 5>;1
428;<3. 10. 2>;0
429;<8. 1. 4>;0
430;<8. 3. 1>;1
431;<7. 10. 7>;3
432;<6. 8. 3>;2
433;<3. 3. 9>;0
434;<6. 9. 7>;1
435;<8. 5. 5>;2
436;<1. 5. 3>;1
437;<3. 1. 1>;0
438;<1. 3. 6>;0
439;<1. 1. 10>;0
440;<4. 9. 6>;1
441;<8. 6. 10>;3
442;<8. 6. 1>;2
443;<3. 9. 1>;0
444;<5. 4. 3>;0
445;<3. 6. 5>;1
446;<7. 7. 10>;5
447;<5. 9. 10>;1
448;<10. 5. 1>;3
449;<3. 7. 4>;0
450;<10. 7. 2>;1
451;<3. 1. 7>;0
452;<5. 4. 6>;1
453;<2. 5. 2>;0
454;<10. 7. 9>;5
455;<3. 8. 1>;0
456;<5. 4. 10>;0
457;<3. 9. 7>;2
458;<2. 10. 8>;1
459;<4. 8. 1>;3
460;<6. 5. 8>;0
461;<1. 3. 5>;0
462;<9. 2. 9>;0
463;<9. 4. 3>;0
464;<7. 9. 10>;5
465;<4. 9. 2>;0
466;<7. 3. 9>;0
467;<6. 2. 4>;1
468;<2. 6. 3>;0
469;<4. 6. 10>;2
470;<3. 7. 5>;0
471;<1. 5. 6>;2
472;<8. 7. 3>;0
473;<4. 10. 6>;2
474;<8. 10. 6>;2
475;<5. 10. 8>;3
476;<2. 8. 10>;2
477;<9. 7. 7>;1
478;<8. 9. 7>;1
479;<5. 10. 3>;1
480;<8. 6. 4>;0
481;<2. 6. 2>;0
482;<3. 9. 2>;0
483;<1. 1. 7>;0
484;<8. 8. 3>;2
485;<2. 4. 10>;1
486;<3. 6. 4>;1
487;<1. 2. 4>;1
488;<5. 7. 8>;2
489;<9. 10. 10>;0
490;<6. 2. 3>;0
491;<6. 4. 7>;1
492;<6. 9. 8>;4
493;<7. 3. 10>;2
494;<6. 4. 5>;0
495;<1. 2. 1>;0
496;<4. 1. 1>;1
497;<1. 3. 3>;0
498;<10. 3. 3>;1
499;<10. 2. 7>;0
500;<8. 7. 7>;5
501;<2. 9. 2>;0
502;<2. 3. 6>;0
503;<9. 9. 2>;1
504;<10. 5. 9>;1
505;<6. 7. 1>;1
506;<5. 2. 6>;0
507;<10. 2. 2>;1
508;<9. 6. 9>;0
509;<5. 3. 4>;0
510;<6. 5. 5>;2
511;<8. 6. 9>;2
512;<4. 8. 8>;3
513;<2. 2. 10>;3
514;<9. 3. 10>;2
515;<7. 8. 2>;1
516;<10. 1. 7>;2
517;<6. 6. 6>;1
518;<3. 5. 8>;4
519;<4. 10. 2>;0
520;<10. 7. 7>;2
521;<2. 4. 9>;1
522;<7. 5. 3>;2
523;<3. 4. 3>;0
524;<1. 6. 8>;1
525;<9. 9. 5>;1
526;<2. 9. 9>;1
527;<5. 9. 1>;2
528;<4. 4. 10>;1
529;<8. 2. 5>;0
530;<6. 8. 4>;0
531;<5. 4. 10>;0
532;<7. 8. 8>;3
533;<6. 6. 3>;1
534;<8. 5. 10>;0
535;<2. 7. 2>;0
536;<10. 10. 2>;5
537;<5. 8. 3>;1
538;<3. 2. 4>;0
539;<10. 1. 5>;2
540;<1. 6. 5>;0
541;<7. 2. 9>;1
542;<7. 7. 10>;2
543;<6. 8. 8>;3
544;<9. 7. 8>;2
545;<3. 9. 9>;0
546;<10. 6. 10>;1
547;<5. 5. 5>;1
548;<9. 7. 6>;1
549;<5. 1. 7>;0
550;<9. 2. 8>;0
551;<3. 9. 2>;0
552;<2. 4. 10>;0
553;<2. 3. 4>;0
554;<5. 4. 8>;0
555;<4. 8. 6>;0
556;<8. 5. 3>;0
557;<8. 7. 9>;1
558;<9. 4. 7>;0
559;<6. 4. 3>;1
560;<6. 4. 10>;2
561;<9. 2. 9>;5
562;<7. 10. 4>;3
563;<4. 10. 2>;0
564;<1. 10. 8>;0
565;<4. 9. 9>;0
566;<2. 9. 5>;0
567;<4. 9. 3>;0
568;<5. 8. 10>;4
569;<3. 1. 2>;0
570;<1. 5. 6>;0
571;<1. 7. 9>;1
572;<1. 6. 7>;1
573;<1. 10. 5>;0
574;<8. 4. 8>;0
575;<4. 7. 2>;0
576;<1. 1. 3>;0
577;<6. 5. 9>;0
578;<5. 2. 6>;0
579;<4. 2. 4>;0
580;<9. 6. 1>;0
581;<10. 3. 7>;0
582;<9. 9. 7>;6
583;<6. 6. 7>;1
584;<10. 9. 5>;3
585;<10. 8. 2>;1
586;<9. 9. 4>;2
587;<3. 8. 1>;0
588;<10. 5. 1>;0
589;<4. 2. 5>;0
590;<2. 6. 2>;0
591;<7. 4. 9>;0
592;<2. 5. 1>;0
593;<4. 2. 10>;2
594;<7. 10. 7>;5
595;<2. 9. 9>;0
596;<1. 3. 3>;0
597;<8. 5. 7>;1
598;<4. 3. 6>;2
599;<5. 2. 8>;2
600;<7. 2. 1>;0
601;<10. 7. 10>;3
602;<6. 10. 10>;3
603;<6. 4. 10>;0
604;<1. 5. 3>;1
605;<3. 6. 9>;0
606;<7. 6. 3>;1
607;<2. 9. 6>;0
608;<9. 2. 5>;1
609;<2. 8. 7>;1
610;<5. 2. 8>;1
611;<9. 8. 1>;0
612;<7. 7. 4>;0
613;<5. 4. 4>;1
614;<8. 6. 3>;0
615;<7. 9. 6>;2
616;<5. 5. 1>;0
617;<2. 4. 9>;0
618;<8. 5. 4>;0
619;<2. 8. 10>;2
620;<8. 8. 3>;1
621;<10. 3. 2>;0
622;<3. 5. 6>;0
623;<5. 3. 4>;0
624;<7. 2. 3>;0
625;<6. 6. 8>;1
626;<2. 2. 1>;0
627;<3. 4. 8>;0
628;<6. 10. 3>;2
629;<2. 10. 2>;1
630;<9. 9. 2>;0
631;<1. 3. 10>;2
632;<8. 6. 6>;5
633;<7. 5. 2>;1
634;<3. 10. 2>;0
635;<6. 7. 8>;3
636;<7. 4. 8>;2
637;<5. 7. 6>;0
638;<4. 10. 8>;2
639;<4. 8. 4>;0
640;<9. 8. 7>;2
641;<1. 4. 6>;0
642;<4. 7. 7>;0
643;<7. 10. 2>;0
644;<7. 5. 2>;0
645;<9. 9. 1>;1
646;<7. 3. 8>;1
647;<2. 7. 10>;2
648;<9. 6. 6>;2
649;<10. 4. 5>;0
650;<8. 7. 10>;0
651;<8. 4. 1>;1
652;<8. 3. 8>;2
653;<3. 6. 2>;0
654;<9. 4. 8>;0
655;<1. 10. 4>;1
656;<3. 6. 10>;1
657;<2. 7. 8>;2
658;<2. 9. 7>;1
659;<1. 3. 9>;1
660;<3. 5. 7>;1
661;<10. 2. 8>;4
662;<7. 1. 3>;0
663;<2. 8. 9>;3
664;<3. 2. 8>;0
665;<3. 2. 9>;1
666;<7. 9. 7>;3
667;<3. 6. 4>;0
668;<7. 8. 5>;2
669;<1. 1. 6>;0
670;<9. 5. 3>;1
671;<9. 3. 4>;1
672;<6. 4. 8>;1
673;<4. 4. 1>;0
674;<9. 1. 7>;1
675;<2. 1. 3>;0
676;<6. 2. 3>;0
677;<7. 9. 1>;1
678;<1. 2. 8>;2
679;<2. 7. 8>;2
680;<3. 6. 10>;2
681;<3. 8. 3>;0
682;<3. 7. 6>;1
683;<10. 6. 1>;1
684;<5. 6. 7>;0
685;<3. 2. 6>;0
686;<5. 5. 2>;0
687;<1. 3. 8>;1
688;<1. 10. 5>;2
689;<3. 7. 7>;1
690;<5. 1. 4>;0
691;<1. 10. 2>;1
692;<3. 9. 2>;0
693;<3. 1. 2>;0
694;<9. 5. 1>;0
695;<3. 5. 9>;1
696;<1. 4. 1>;0
697;<8. 6. 3>;0
698;<10. 2. 10>;3
699;<5. 1. 6>;0
700;<4. 3. 10>;1
701;<7. 1. 3>;0
702;<10. 9. 2>;2
703;<4. 10. 3>;1
704;<3. 6. 6>;0
705;<3. 3. 2>;1
706;<1. 7. 2>;0
707;<3. 5. 2>;1
708;<4. 8. 8>;1
709;<6. 7. 3>;2
710;<6. 10. 5>;3
711;<4. 2. 10>;0
712;<2. 5. 8>;1
713;<6. 5. 1>;1
714;<10. 9. 5>;1
715;<5. 7. 10>;2
716;<6. 8. 3>;0
717;<3. 6. 1>;1
718;<5. 5. 2>;0
719;<4. 5. 5>;2
720;<9. 8. 2>;1
721;<7. 8. 8>;4
722;<4. 4. 9>;1
723;<2. 9. 6>;0
724;<3. 8. 10>;2
725;<8. 10. 9>;2
726;<8. 4. 2>;0
727;<2. 6. 10>;0
728;<10. 6. 4>;0
729;<10. 8. 4>;1
730;<5. 1. 1>;0
731;<5. 5. 3>;0
732;<3. 1. 2>;0
733;<4. 6. 8>;2
734;<7. 8. 4>;1
735;<6. 9. 4>;2
736;<2. 2. 9>;1
737;<8. 3. 9>;1
738;<5. 4. 2>;0
739;<7. 9. 1>;0
740;<2. 9. 3>;2
741;<5. 9. 7>;0
742;<6. 5. 4>;2
743;<6. 2. 1>;0
744;<3. 8. 6>;1
745;<4. 7. 4>;1
746;<6. 5. 3>;1
747;<4. 8. 1>;0
748;<7. 2. 10>;1
749;<1. 1. 2>;0
750;<9. 10. 2>;4
751;<7. 8. 4>;1
752;<1. 5. 7>;0
753;<5. 4. 7>;1
754;<5. 2. 10>;1
755;<8. 10. 9>;2
756;<4. 7. 9>;1
757;<6. 5. 5>;1
758;<6. 5. 4>;2
759;<7. 4. 10>;0
760;<6. 8. 3>;2
761;<8. 9. 1>;2
762;<7. 5. 5>;2
763;<5. 6. 1>;0
764;<3. 9. 10>;2
765;<8. 3. 7>;2
766;<7. 3. 9>;1
767;<10. 6. 3>;2
768;<3. 2. 3>;0
769;<10. 2. 5>;1
770;<3. 8. 1>;0
771;<3. 2. 2>;0
772;<4. 7. 2>;0
773;<1. 5. 2>;0
774;<2. 5. 9>;3
775;<9. 3. 8>;0
776;<1. 2. 9>;0
777;<5. 3. 9>;0
778;<4. 10. 10>;1
779;<8. 4. 1>;0
780;<4. 4. 4>;1
781;<4. 3. 10>;1
782;<2. 10. 7>;0
783;<4. 9. 8>;2
784;<9. 8. 10>;3
785;<9. 6. 1>;2
786;<7. 1. 3>;0
787;<4. 5. 4>;0
788;<6. 6. 2>;1
789;<5. 10. 6>;1
790;<4. 6. 8>;0
791;<8. 5. 10>;1
792;<4. 6. 10>;0
793;<10. 10. 6>;3
794;<1. 8. 1>;2
795;<9. 7. 4>;2
796;<2. 3. 6>;2
797;<5. 6. 6>;0
798;<7. 3. 4>;0
799;<8. 9. 8>;1
800;<10. 7. 4>;0
801;<7. 1. 10>;1
802;<2. 6. 8>;1
803;<4. 10. 10>;4
804;<4. 8. 8>;1
805;<10. 2. 5>;1
806;<2. 5. 5>;0
807;<3. 10. 3>;1
808;<7. 5. 1>;0
809;<3. 3. 1>;0
810;<5. 4. 4>;0
811;<6. 5. 1>;0
812;<9. 6. 3>;0
813;<7. 5. 1>;0
814;<3. 5. 9>;0
815;<6. 9. 3>;0
816;<10. 1. 6>;0
817;<7. 8. 7>;0
818;<10. 4. 2>;3
819;<1. 2. 2>;0
820;<7. 10. 6>;0
821;<5. 5. 1>;0
822;<7. 3. 2>;0
823;<6. 2. 6>;1
824;<9. 5. 2>;0
825;<9. 1. 6>;0
826;<9. 2. 5>;1
827;<9. 10. 6>;2
828;<9. 1. 2>;0
829;<1. 9. 6>;0
830;<2. 7. 9>;2
831;<10. 1. 1>;0
832;<6. 7. 9>;2
833;<1. 4. 6>;0
834;<3. 9. 8>;0
835;<3. 8. 7>;3
836;<10. 2. 8>;3
837;<3. 8. 8>;1
838;<4. 3. 9>;2
839;<3. 3. 4>;1
840;<10. 3. 7>;1
841;<2. 9. 7>;2
842;<1. 1. 1>;0
843;<5. 9. 3>;0
844;<9. 5. 2>;1
845;<6. 1. 8>;2
846;<5. 2. 8>;0
847;<3. 4. 5>;0
848;<4. 5. 4>;0
849;<4. 6. 9>;2
850;<1. 3. 3>;0
851;<7. 5. 2>;0
852;<2. 8. 10>;4
853;<7. 5. 5>;0
854;<7. 10. 1>;0
855;<1. 2. 10>;2
856;<10. 2. 7>;1
857;<8. 9. 1>;0
858;<9. 8. 9>;2
859;<6. 2. 9>;3
860;<6. 1. 1>;0
861;<3. 9. 8>;4
862;<1. 10. 2>;0
863;<5. 1. 4>;0
864;<10. 8. 4>;7
865;<8. 1. 8>;0
866;<9. 2. 3>;2
867;<3. 7. 2>;1
868;<1. 8. 9>;2
869;<2. 4. 7>;0
870;<9. 5. 9>;4
871;<9. 1. 1>;0
872;<1. 2. 5>;0
873;<4. 10. 5>;0
874;<9. 7. 5>;4
875;<3. 4. 3>;0
876;<7. 9. 7>;4
877;<3. 2. 8>;0
878;<6. 4. 3>;0
879;<4. 6. 7>;0
880;<9. 3. 9>;1
881;<2. 8. 9>;1
882;<6. 8. 3>;1
883;<10. 10. 8>;3
884;<3. 1. 4>;0
885;<9. 9. 6>;2
886;<7. 5. 10>;0
887;<9. 4. 9>;4
888;<4. 2. 8>;2
889;<7. 5. 1>;0
890;<10. 8. 4>;1
891;<5. 9. 5>;3
892;<8. 5. 8>;4
893;<8. 9. 8>;1
894;<1. 10. 2>;0
895;<7. 6. 7>;0
896;<3. 3. 7>;0
897;<10. 3. 9>;2
898;<9. 6. 5>;0
899;<10. 4. 7>;2
900;<10. 2. 9>;0
901;<6. 2. 6>;0
902;<7. 3. 2>;0
903;<10. 2. 6>;0
904;<10. 10. 7>;2
905;<2. 1. 5>;1
906;<5. 10. 4>;0
907;<1. 6. 4>;1
908;<10. 3. 10>;0
909;<3. 9. 6>;0
910;<3. 8. 3>;0
911;<3. 3. 6>;0
912;<5. 4. 9>;0
913;<8. 6. 6>;1
914;<1. 8. 4>;2
915;<8. 2. 10>;1
916;<1. 5. 7>;0
917;<6. 7. 3>;2
918;<3. 8. 2>;0
919;<5. 2. 8>;0
920;<2. 9. 1>;0
921;<1. 10. 3>;0
922;<2. 2. 4>;0
923;<5. 9. 7>;0
924;<4. 9. 4>;0
925;<8. 2. 5>;0
926;<9. 9. 9>;3
927;<10. 4. 6>;1
928;<1. 5. 2>;0
929;<1. 10. 6>;2
930;<1. 10. 7>;0
931;<1. 8. 5>;0
932;<6. 9. 2>;0
933;<7. 3. 3>;1
934;<9. 3. 5>;2
935;<5. 9. 2>;1
936;<8. 8. 1>;0
937;<2. 4. 5>;0
938;<7. 4. 7>;4
939;<5. 10. 7>;1
940;<10. 1. 9>;1
941;<6. 3. 10>;2
942;<10. 1. 5>;2
943;<5. 6. 2>;0
944;<8. 4. 8>;3
945;<4. 6. 8>;0
946;<2. 7. 10>;3
947;<9. 2. 2>;0
948;<6. 7. 8>;2
949;<9. 2. 6>;4
950;<6. 8. 1>;1
951;<9. 2. 8>;1
952;<2. 6. 5>;0
953;<10. 1. 10>;3
954;<6. 5. 9>;0
955;<5. 2. 4>;0
956;<5. 10. 3>;1
957;<6. 1. 10>;2
958;<8. 2. 9>;1
959;<7. 10. 3>;3
960;<5. 2. 6>;1
961;<1. 7. 1>;0
962;<5. 9. 9>;5
963;<1. 6. 10>;2
964;<1. 1. 5>;0
965;<10. 5. 3>;1
966;<5. 8. 1>;2
967;<1. 4. 1>;0
968;<6. 6. 9>;2
969;<7. 7. 2>;0
970;<5. 7. 2>;0
971;<8. 9. 2>;3
972;<7. 4. 1>;1
973;<9. 4. 4>;2
974;<2. 9. 2>;0
975;<8. 10. 7>;2
976;<8. 8. 4>;0
977;<4. 2. 9>;1
978;<3. 8. 9>;1
979;<1. 10. 3>;0
980;<4. 4. 5>;0
981;<7. 1. 2>;0
982;<8. 4. 5>;0
983;<2. 9. 10>;0
984;<8. 2. 2>;0
985;<9. 4. 8>;0
986;<8. 7. 8>;1
987;<7. 8. 10>;1
988;<5. 6. 5>;0
989;<9. 1. 2>;1
990;<10. 8. 7>;2
991;<3. 2. 5>;0
992;<4. 2. 8>;2
993;<8. 3. 8>;1
994;<6. 6. 2>;0
995;<1. 4. 8>;0
996;<4. 10. 4>;1
997;<9. 5. 9>;2
