ID;LMS;Sex Count
439;<4. 1. 5>;0
440;<6. 2. 4>;0
441;<4. 2. 8>;0
442;<8. 3. 3>;0
443;<5. 1. 1>;0
444;<1. 0. 1>;0
445;<3. 2. 5>;0
446;<5. 2. 6>;0
447;<4. 2. 8>;0
448;<4. 4. 8>;0
449;<5. 2. 6>;0
450;<7. 1. 5>;0
451;<6. 5. 4>;0
452;<1. 0. 2>;0
453;<1. 0. 8>;0
454;<8. 5. 5>;0
455;<8. 2. 5>;0
456;<8. 3. 1>;0
457;<5. 1. 8>;0
458;<6. 4. 10>;0
459;<5. 3. 3>;0
460;<1. 0. 5>;0
461;<7. 3. 4>;0
462;<7. 1. 2>;0
463;<8. 5. 5>;0
464;<7. 2. 6>;0
465;<1. -2. 4>;0
466;<5. 1. 1>;0
467;<7. 1. 6>;0
468;<6. 1. 5>;0
469;<5. 7. 1>;0
470;<6. 2. 3>;0
471;<1. 0. 7>;0
472;<8. 2. 3>;0
473;<1. -1. 1>;0
474;<5. 2. 3>;0
475;<8. 1. 4>;0
476;<5. 4. 3>;0
477;<5. 2. 3>;0
478;<6. 4. 6>;0
479;<6. 3. 2>;0
480;<1. 0. 6>;0
481;<5. 3. 5>;0
482;<6. 2. 1>;0
483;<7. 3. 2>;0
484;<5. 5. 5>;0
485;<5. 3. 4>;0
486;<1. -1. 1>;0
487;<5. 2. 2>;0
488;<2. 2. 4>;0
489;<8. 4. 2>;0
490;<7. 3. 4>;0
491;<7. 2. 4>;0
492;<5. 2. 3>;0
493;<5. 1. 1>;0
494;<6. 2. 5>;0
495;<3. 2. 10>;0
496;<1. -2. 5>;0
497;<7. 2. 2>;0
498;<4. 2. 8>;0
499;<5. 2. 4>;0
500;<6. 3. 2>;0
501;<8. 1. 3>;0
502;<6. 1. 1>;0
503;<6. 2. 5>;0
504;<1. 0. 1>;0
505;<9. 1. 5>;0
506;<1. 0. 8>;0
507;<4. 2. 5>;0
508;<1. 0. 2>;0
509;<5. 2. 10>;0
510;<5. 3. 6>;0
511;<1. -1. 3>;0
512;<4. 1. 1>;0
513;<8. 1. 1>;0
514;<1. 0. 8>;0
515;<6. 3. 3>;0
516;<5. 3. 3>;0
517;<7. 1. 4>;0
518;<5. 4. 9>;0
519;<6. 4. 6>;0
520;<1. -1. 4>;0
521;<1. -1. 5>;0
522;<7. 2. 1>;0
523;<5. 2. 6>;0
524;<9. 2. 1>;0
525;<5. 5. 7>;0
526;<6. 6. 2>;0
527;<3. 4. 2>;0
528;<6. 2. 10>;0
529;<5. 1. 10>;0
530;<1. 0. 2>;0
531;<4. 4. 1>;0
532;<1. -1. 1>;0
533;<4. 3. 6>;0
534;<4. 1. 4>;0
535;<6. 2. 3>;0
536;<3. 2. 1>;0
537;<6. 4. 3>;0
538;<5. 2. 1>;0
539;<1. 0. 4>;0
540;<4. 6. 3>;0
541;<5. 1. 2>;0
542;<6. 4. 1>;0
543;<7. 3. 8>;0
544;<8. 4. 6>;0
545;<5. 1. 6>;0
546;<1. -2. 1>;0
547;<6. 2. 7>;0
548;<5. 3. 4>;0
549;<3. 3. 1>;0
550;<6. 4. 1>;0
551;<1. 0. 5>;0
552;<4. 2. 3>;0
553;<1. -1. 2>;0
554;<4. 3. 5>;0
555;<6. 3. 4>;0
556;<1. 0. 4>;0
557;<6. 1. 4>;0
558;<3. 3. 5>;0
559;<6. 2. 1>;0
560;<4. 2. 1>;0
561;<7. 4. 4>;0
562;<1. -1. 3>;0
563;<5. 2. 3>;0
564;<1. -1. 1>;0
565;<4. 4. 3>;0
566;<4. 2. 4>;0
567;<1. 0. 8>;0
568;<6. 1. 2>;0
569;<1. -1. 1>;0
570;<1. 0. 7>;0
571;<4. 6. 1>;0
572;<5. 6. 4>;0
573;<1. -1. 7>;0
574;<5. 2. 7>;0
575;<1. -1. 7>;0
576;<4. 4. 5>;0
577;<6. 6. 2>;0
578;<5. 2. 5>;0
579;<6. 4. 4>;0
580;<6. 2. 7>;0
581;<5. 2. 2>;0
582;<5. 4. 8>;0
583;<1. 0. 2>;0
584;<5. 2. 5>;0
585;<5. 4. 4>;0
586;<1. 0. 3>;0
587;<7. 4. 9>;0
588;<6. 1. 10>;0
589;<1. 0. 2>;0
590;<6. 1. 1>;0
591;<5. 1. 2>;0
592;<1. -1. 4>;0
593;<1. 0. 2>;0
594;<3. 3. 6>;0
595;<3. 2. 5>;0
596;<8. 2. 2>;0
597;<5. 5. 1>;0
598;<3. 3. 3>;0
599;<1. -1. 2>;0
600;<1. -1. 3>;0
601;<1. -1. 1>;0
602;<5. 2. 4>;0
603;<1. 0. 5>;0
604;<5. 4. 8>;0
605;<1. 0. 5>;0
606;<4. 4. 4>;0
607;<7. 2. 5>;0
608;<7. 1. 7>;0
609;<4. 5. 6>;0
610;<8. 2. 5>;0
611;<1. -1. 6>;0
612;<6. 2. 1>;0
613;<7. 5. 5>;0
614;<7. 3. 6>;0
615;<1. -1. 5>;0
616;<5. 4. 1>;0
617;<5. 5. 6>;0
618;<6. 3. 8>;0
619;<3. 3. 7>;0
620;<3. 4. 9>;0
621;<8. 1. 1>;0
622;<4. 4. 6>;0
623;<3. 4. 6>;0
624;<1. -3. 5>;0
625;<4. 1. 8>;0
626;<3. 3. 4>;0
627;<1. 0. 1>;0
628;<6. 3. 4>;0
629;<6. 3. 7>;0
630;<5. 3. 2>;0
631;<1. 0. 7>;0
632;<5. 1. 1>;0
633;<6. 2. 3>;0
634;<5. 1. 4>;0
635;<6. 2. 2>;0
636;<4. 1. 3>;0
637;<5. 4. 2>;0
638;<4. 2. 6>;0
639;<4. 1. 2>;0
640;<4. 2. 4>;0
641;<6. 4. 5>;0
642;<4. 2. 1>;0
643;<8. 2. 1>;0
644;<6. 2. 8>;0
645;<1. 0. 1>;0
646;<5. 5. 5>;0
647;<6. 3. 1>;0
648;<6. 4. 1>;0
649;<5. 2. 5>;0
650;<6. 2. 1>;0
651;<7. 4. 2>;0
652;<6. 1. 2>;0
653;<4. 2. 7>;0
654;<7. 2. 5>;0
655;<7. 2. 4>;0
656;<4. 3. 6>;0
657;<6. 3. 7>;0
658;<6. 4. 5>;0
659;<4. 4. 1>;0
660;<6. 5. 1>;0
661;<6. 1. 6>;0
662;<7. 1. 1>;0
663;<6. 3. 2>;0
664;<8. 3. 1>;0
665;<9. 3. 4>;0
666;<8. 3. 3>;0
667;<7. 3. 4>;0
668;<5. 3. 2>;0
669;<8. 2. 1>;0
670;<5. 1. 6>;0
671;<4. 4. 4>;0
672;<7. 3. 5>;0
673;<4. 1. 2>;0
674;<1. 0. 6>;0
675;<2. 1. 7>;0
676;<5. 4. 1>;0
677;<7. 4. 3>;0
678;<1. 0. 5>;0
679;<6. 2. 8>;0
680;<9. 6. 1>;0
681;<1. 0. 4>;0
682;<6. 3. 1>;0
683;<7. 3. 6>;0
684;<5. 6. 3>;0
685;<7. 2. 1>;0
686;<1. -3. 8>;0
687;<4. 4. 8>;0
688;<5. 2. 2>;0
689;<5. 2. 4>;0
690;<4. 1. 1>;0
691;<4. 1. 6>;0
692;<3. 6. 1>;0
693;<7. 4. 1>;0
694;<1. -1. 6>;0
695;<5. 2. 3>;0
696;<5. 4. 1>;0
697;<4. 3. 4>;0
698;<6. 2. 2>;0
699;<1. 0. 1>;0
700;<6. 1. 5>;0
701;<4. 3. 6>;0
702;<4. 1. 2>;0
703;<5. 1. 5>;0
704;<6. 2. 6>;0
705;<5. 4. 2>;0
706;<7. 1. 3>;0
707;<7. 2. 4>;0
708;<1. -2. 2>;0
709;<5. 3. 1>;0
710;<7. 1. 4>;0
711;<3. 2. 5>;0
712;<6. 4. 7>;0
713;<8. 4. 1>;0
714;<4. 4. 3>;0
715;<4. 1. 4>;0
716;<5. 2. 2>;0
717;<1. 0. 2>;0
718;<1. 0. 6>;0
719;<5. 1. 5>;0
720;<1. 0. 1>;0
721;<8. 2. 1>;0
722;<6. 5. 5>;0
723;<1. -2. 1>;0
724;<6. 3. 1>;0
725;<4. 4. 1>;0
726;<5. 1. 4>;0
727;<7. 4. 1>;0
728;<6. 2. 1>;0
729;<1. -1. 1>;0
730;<1. 0. 1>;0
731;<1. -1. 3>;0
732;<6. 3. 1>;0
733;<4. 4. 3>;0
734;<5. 4. 4>;0
735;<1. -1. 3>;0
736;<9. 2. 2>;0
737;<7. 2. 1>;0
738;<6. 3. 2>;0
739;<5. 1. 2>;0
740;<7. 4. 7>;0
741;<6. 1. 2>;0
742;<6. 1. 3>;0
743;<6. 1. 7>;0
744;<1. 0. 3>;0
745;<6. 1. 3>;0
746;<1. -1. 5>;0
747;<2. 1. 3>;0
748;<5. 4. 1>;0
749;<4. 5. 4>;0
750;<1. 0. 7>;0
751;<1. -1. 4>;0
752;<7. 4. 3>;0
753;<5. 5. 4>;0
754;<1. -1. 8>;0
755;<3. 2. 3>;0
756;<5. 1. 5>;0
757;<1. -1. 2>;0
758;<3. 2. 5>;0
759;<7. 3. 4>;0
760;<7. 4. 1>;0
761;<4. 3. 5>;0
762;<1. 0. 1>;0
763;<7. 2. 1>;0
764;<1. -1. 3>;0
765;<4. 4. 3>;0
766;<7. 2. 6>;0
767;<4. 1. 2>;0
768;<7. 3. 2>;0
769;<4. 3. 1>;0
770;<1. -2. 10>;0
771;<7. 1. 2>;0
772;<5. 2. 6>;0
773;<4. 1. 5>;0
774;<1. -2. 2>;0
775;<7. 2. 4>;0
776;<6. 7. 6>;0
777;<6. 2. 6>;0
778;<1. -2. 8>;0
779;<5. 3. 1>;0
780;<1. 0. 1>;0
781;<6. 4. 6>;0
782;<1. -1. 3>;0
783;<6. 7. 1>;0
784;<6. 4. 1>;0
785;<5. 1. 3>;0
786;<1. -1. 5>;0
787;<6. 5. 1>;0
788;<1. 0. 2>;0
789;<7. 6. 4>;0
790;<6. 1. 2>;0
791;<8. 1. 5>;0
792;<1. 0. 4>;0
793;<1. 0. 4>;0
794;<7. 3. 1>;0
795;<4. 1. 4>;0
796;<4. 3. 7>;0
797;<2. 3. 7>;0
798;<5. 3. 3>;0
799;<1. -1. 3>;0
800;<4. 6. 4>;0
801;<5. 1. 3>;0
802;<1. 0. 5>;0
803;<6. 2. 1>;0
804;<9. 1. 5>;0
805;<6. 4. 1>;0
806;<6. 2. 1>;0
807;<6. 1. 2>;0
808;<1. -1. 9>;0
809;<8. 1. 1>;0
810;<5. 2. 6>;0
811;<7. 2. 1>;0
812;<5. 1. 8>;0
813;<6. 2. 10>;0
814;<1. -2. 8>;0
815;<4. 1. 3>;0
816;<1. -1. 6>;0
817;<6. 1. 4>;0
818;<7. 2. 1>;0
819;<4. 2. 7>;0
820;<5. 1. 5>;0
821;<1. -1. 5>;0
822;<8. 1. 4>;0
823;<4. 3. 6>;0
824;<5. 2. 4>;0
825;<5. 2. 8>;0
826;<6. 3. 2>;0
827;<1. -2. 7>;0
828;<4. 4. 1>;0
829;<7. 2. 7>;0
830;<5. 3. 7>;0
831;<6. 5. 7>;0
832;<5. 6. 4>;0
833;<5. 3. 1>;0
834;<5. 4. 6>;0
835;<6. 2. 4>;0
836;<1. 0. 6>;0
837;<1. -1. 1>;0
838;<8. 1. 2>;0
839;<6. 2. 8>;0
840;<7. 2. 3>;0
841;<6. 4. 6>;0
842;<6. 1. 1>;0
843;<1. -2. 8>;0
844;<7. 3. 2>;0
845;<4. 7. 2>;0
846;<1. 0. 3>;0
847;<6. 5. 4>;0
848;<6. 2. 1>;0
849;<5. 3. 1>;0
850;<3. 2. 7>;0
851;<5. 2. 6>;0
852;<3. 1. 5>;0
853;<6. 6. 4>;0
854;<4. 1. 4>;0
855;<5. 1. 5>;0
856;<8. 2. 6>;0
857;<1. -2. 1>;0
858;<6. 3. 5>;0
859;<1. -1. 4>;0
860;<3. 5. 4>;0
861;<6. 4. 4>;0
862;<6. 3. 8>;0
863;<7. 2. 7>;0
864;<7. 2. 2>;0
865;<7. 6. 1>;0
866;<4. 5. 1>;0
867;<7. 2. 4>;0
868;<5. 1. 6>;0
869;<5. 1. 4>;0
870;<3. 1. 3>;0
871;<1. 0. 5>;0
872;<6. 4. 4>;0
873;<7. 1. 7>;0
874;<7. 3. 6>;0
875;<6. 2. 7>;0
876;<6. 1. 2>;0
877;<8. 1. 2>;0
878;<1. -2. 1>;0
879;<6. 2. 10>;0
880;<7. 1. 1>;0
881;<4. 3. 4>;0
882;<6. 2. 5>;0
883;<1. 0. 1>;0
884;<6. 1. 4>;0
885;<5. 4. 2>;0
886;<1. -1. 3>;0
887;<6. 3. 6>;0
888;<6. 6. 7>;0
889;<4. 3. 3>;0
890;<7. 2. 5>;0
891;<5. 2. 1>;0
892;<6. 3. 7>;0
893;<5. 6. 3>;0
894;<5. 2. 3>;0
895;<1. 0. 9>;0
896;<1. 0. 1>;0
897;<8. 3. 2>;0
898;<7. 2. 1>;0
899;<1. 0. 5>;0
900;<5. 5. 4>;0
901;<4. 3. 3>;0
902;<4. 5. 1>;0
903;<7. 3. 6>;0
904;<7. 3. 1>;0
905;<4. 1. 1>;0
906;<2. 3. 2>;0
907;<5. 2. 3>;0
908;<6. 2. 1>;0
909;<9. 4. 4>;0
910;<4. 2. 1>;0
911;<6. 3. 3>;0
912;<8. 1. 3>;0
913;<1. 0. 1>;0
914;<1. -1. 2>;0
915;<6. 3. 1>;0
916;<5. 4. 2>;0
917;<6. 6. 4>;0
918;<9. 1. 6>;0
919;<1. 0. 8>;0
920;<8. 3. 10>;0
921;<5. 3. 7>;0
922;<8. 3. 6>;0
923;<7. 4. 10>;0
924;<5. 3. 1>;0
925;<1. 0. 6>;0
926;<7. 3. 3>;0
927;<9. 2. 2>;0
928;<9. 1. 3>;0
929;<7. 4. 1>;0
930;<1. 0. 1>;0
931;<5. 1. 1>;0
932;<6. 1. 7>;0
933;<1. 0. 9>;0
934;<4. 5. 4>;0
935;<7. 1. 8>;0
936;<1. 0. 7>;0
937;<1. -1. 5>;0
938;<1. 0. 6>;0
939;<6. 6. 1>;0
940;<6. 4. 7>;0
941;<1. 0. 2>;0
942;<7. 3. 1>;0
943;<6. 1. 1>;0
944;<1. 0. 2>;0
945;<4. 1. 5>;0
946;<4. 5. 4>;0
947;<6. 1. 1>;0
948;<4. 4. 4>;0
949;<4. 3. 2>;0
950;<1. 0. 4>;0
951;<1. -1. 6>;0
952;<1. -1. 2>;0
953;<6. 3. 2>;0
954;<5. 6. 2>;0
955;<7. 4. 1>;0
956;<4. 2. 4>;0
957;<5. 3. 4>;0
958;<5. 2. 1>;0
959;<1. 0. 2>;0
960;<6. 3. 2>;0
961;<1. 0. 1>;0
962;<5. 3. 3>;0
963;<8. 1. 4>;0
964;<1. 0. 8>;0
965;<4. 4. 3>;0
966;<2. 2. 7>;0
967;<4. 3. 2>;0
968;<6. 1. 4>;0
969;<6. 1. 1>;0
970;<5. 4. 3>;0
971;<7. 6. 2>;0
972;<1. -2. 3>;0
973;<8. 2. 1>;0
974;<7. 2. 2>;0
975;<6. 2. 5>;0
976;<6. 4. 1>;0
977;<6. 2. 2>;0
978;<1. 0. 1>;0
979;<6. 2. 8>;0
980;<1. -2. 7>;0
981;<1. -1. 1>;0
982;<1. -1. 7>;0
983;<3. 3. 1>;0
984;<9. 1. 3>;0
985;<1. -2. 7>;0
986;<5. 1. 7>;0
987;<6. 3. 7>;0
988;<5. 2. 1>;0
989;<6. 1. 6>;0
990;<5. 3. 5>;0
991;<4. 2. 1>;0
992;<5. 2. 1>;0
993;<8. 1. 2>;0
994;<4. 2. 2>;0
995;<3. 5. 2>;0
996;<5. 2. 6>;0
997;<5. 2. 1>;0
